name,feedUrl
‎Apple Podcasts －《Morning Joe》,https://podcastfeeds.nbcnews.com/morningjoe
‎Apple Podcasts －《Tagesgespräch》,https://feeds.br.de/tagesgespraech/feed.xml
‎Apple Podcasts －《RTL Matin》,https://www.rtl.fr/podcast/rtl-matin.xml
‎Apple Podcasts －《AlternativeRadio》,https://www.alternativeradio.org/arpodcast.xml
‎Apple Podcasts －《晚6-7点广播节目 - 美国之音》,https://www.voachinese.com/podcast/?count=20&zoneId=2372
‎Apple Podcasts －《信民播客》,http://feeds.soundcloud.com/users/soundcloud:users:759474913/sounds.rss
‎Apple Podcasts －《Tagesthemen (Audio-Podcast)》,http://www.tagesschau.de/export/podcast/tagesthemen/
‎Apple Podcasts －《BryanKearney》,http://feeds.soundcloud.com/users/soundcloud:users:324536/sounds.rss
‎Apple Podcasts －《非說book》,https://anchor.fm/s/17bf0678/podcast/rss
‎Apple Podcasts －《Coronavirus Morning Report》,https://rss.art19.com/coronavirus-daily-briefing
‎Apple Podcasts －《Microsoft Research Podcast》,https://feeds.blubrry.com/feeds/microsoftresearch.xml
‎Apple Podcasts －《Le journal RTL》,https://www.rtl.fr/podcast/le-journal-rtl.xml
‎Apple Podcasts －《Democracy Now! Audio》,http://www.democracynow.org/podcast.xml
‎Apple Podcasts －《Global Dispatches -- World News That Matters》,http://undispatch.libsyn.com/rss
‎Apple Podcasts －《要闻解说》,http://www.rfi.fr/cn/%E4%B8%93%E6%A0%8F%E6%A3%80%E7%B4%A2/%E8%A6%81%E9%97%BB%E8%A7%A3%E8%AF%B4/podcast
‎Apple Podcasts －《中國點點點》,http://podcast.rthk.hk/podcast/radio1_chinaonthedot.xml
‎Apple Podcasts －《Public Health On Call》,https://johnshopkinssph.libsyn.com/rss
‎Apple Podcasts －《Stanford Law》,https://itunesu.itunes.apple.com/feed/id385667842
‎Apple Podcasts －《SBS Polish - SBS po polsku》,https://feeds.sbs.com.au/sbs-polish
‎Apple Podcasts －《We Need to Talk About...》,https://www.theguardian.com/membership/series/we-need-to-talk-about/podcast.xml
‎Apple Podcasts －《Skimm This》,https://feeds.megaphone.fm/skimm-this
‎Apple Podcasts －《Bericht aus Berlin (Audio Podcast)》,http://www.tagesschau.de/export/podcast/bab/
‎Apple Podcasts －《The YouTube Podcast》,http://feeds.djpod.com/mydamtom
‎Apple Podcasts －《BBC News Front Page》,http://feeds.soundcloud.com/users/soundcloud:users:311711934/sounds.rss
‎Apple Podcasts －《Stimmenfang – Der Politik-Podcast》,http://feeds.soundcloud.com/users/soundcloud:users:284192316/sounds.rss
‎Apple Podcasts －《SBS Mandarin - SBS 普通话电台》,https://feeds.sbs.com.au/sbs-mandarin
‎Apple Podcasts －《飯田浩司のOK! Cozy up！ Podcast》,https://www.omnycontent.com/d/playlist/67122501-9b17-4d77-84bd-a93d00dc791e/3c31cad9-230a-4a5f-b487-a9de001adcdd/39cee2d4-8502-4b84-b11b-a9de001ca4cc/podcast.rss
‎Apple Podcasts －《夜话中南海》,https://www.rfa.org/mandarin/zhuanlan/yehuazhongnanhai/podcast.xml
‎Apple Podcasts －《岩瀬惠子のスマートＮＥＷＳ | AM1422kHz ラジオ日本》,http://feeds.feedburner.com/smart1422
‎Apple Podcasts －《The biggest story in the world》,https://www.theguardian.com/environment/series/the-biggest-story-in-the-world/podcast.xml
‎Apple Podcasts －《Squawk on the Street》,https://feeds.megaphone.fm/squawk-on-the-street
‎Apple Podcasts －《Le débat》,https://www.france24.com/fr/%C3%A9missions/d%C3%A9bat/podcast
‎Apple Podcasts －《Who Is?》,https://feeds.megaphone.fm/HSW4063642513
‎Apple Podcasts －《Un jour dans le monde》,http://radiofrance-podcast.net/podcast09/rss_13958.xml
‎Apple Podcasts －《Global National》,http://feeds.feedburner.com/GlobalNationalVideoPodcast
‎Apple Podcasts －《新闻音频 - 美国之音》,https://www.voachinese.com/podcast/?count=20&zoneId=1738
‎Apple Podcasts －《The Rachel Maddow Show》,http://podcastfeeds.nbcnews.com/drone/api/query/audio/podcast/1.0/MSNBC-MADDOW-NETCAST-MP3.xml
‎Apple Podcasts －《Nightline》,https://abcnews.go.com/xmldata/xmlPodcast?id=868748&src=i
‎Apple Podcasts －《The History of Egypt Podcast》,http://rss.acast.com/egyptianhistorypodcast
‎Apple Podcasts －《The History of English Podcast》,https://historyofenglishpodcast.com/feed/podcast/
‎Apple Podcasts －《Ordinary Equality》,https://feeds.simplecast.com/4AugxpDY
‎Apple Podcasts －《Dan Carlin's Hardcore History: Addendum》,http://dchhaddendum.libsyn.com/rss
‎Apple Podcasts －《新闻早餐》,http://www.ximalaya.com/album/4519297.xml
‎Apple Podcasts －《the memory palace》,http://feeds.thememorypalace.us/thememorypalace
‎Apple Podcasts －《The China History Podcast》,https://chinahistorypodcast.libsyn.com/rss
‎Apple Podcasts －《In Our Time: Science》,https://podcasts.files.bbci.co.uk/p01gyd7j.rss
‎Apple Podcasts －《Throughline》,https://feeds.npr.org/510333/podcast.xml
‎Apple Podcasts －《You're Dead To Me》,https://podcasts.files.bbci.co.uk/p07mdbhg.rss
‎Apple Podcasts －《百年追求的獨立之聲》,https://anchor.fm/s/1112d91c/podcast/rss
‎Apple Podcasts －《In Our Time: Philosophy》,https://podcasts.files.bbci.co.uk/p01f0vzr.rss
‎Apple Podcasts －《Lore》,https://feeds.megaphone.fm/lore
‎Apple Podcasts －《歴史を面白く学ぶコテンラジオ （COTEN RADIO ）》,https://anchor.fm/s/8c2088c/podcast/rss
‎Apple Podcasts －《History Extra podcast》,http://rss.acast.com/historyextra
‎Apple Podcasts －《David Harvey's Anti-Capitalist Chronicles》,https://anticapitalistchronicles.libsyn.com/rss
‎Apple Podcasts －《Kā 台灣 ê 歷史唱轉來》,https://anchor.fm/s/10845520/podcast/rss
‎Apple Podcasts －《Dan Carlin's Hardcore History》,http://feeds.feedburner.com/dancarlin/history?format=xml
‎Apple Podcasts －《IC之音｜與歷史對話》,https://ic975.com/feed/history/
‎Apple Podcasts －《A History of the World in 100 Objects》,https://podcasts.files.bbci.co.uk/b00nrtd2.rss
‎Apple Podcasts －《The Why Factor》,https://podcasts.files.bbci.co.uk/p00xtky9.rss
‎Apple Podcasts －《Stuff You Missed in History Class》,https://feeds.megaphone.fm/stuffyoumissedinhistoryclass
‎Apple Podcasts －《歷史下酒菜》,https://anchor.fm/s/12ab5f24/podcast/rss
‎Apple Podcasts －《In Our Time》,https://podcasts.files.bbci.co.uk/b006qykl.rss
‎Apple Podcasts －《Witness History》,https://podcasts.files.bbci.co.uk/p004t1hd.rss
‎Apple Podcasts －《The Documentary Podcast》,https://podcasts.files.bbci.co.uk/p02nq0lx.rss
‎Apple Podcasts －《晓东讲故事-大案追踪》,http://www.ximalaya.com/album/20386717.xml
‎Apple Podcasts －《Modern Wisdom》,http://modernwisdom.libsyn.com/rss
‎Apple Podcasts －《World Leaders Forum at Columbia University》,https://itunesu.itunes.apple.com/feed/id412480296
‎Apple Podcasts －《Grand bien vous fasse !》,http://radiofrance-podcast.net/podcast09/rss_16173.xml
‎Apple Podcasts －《新•井户端会议》,https://papi.qingting.fm/podcast/channels/10042
‎Apple Podcasts －《如云般飘过》,http://rss.lizhi.fm/rss/14123.xml
‎Apple Podcasts －《ラジレキ 〜ラジオ歴史小話〜 | ポッドキャスト（Podcast）》,https://anchor.fm/s/7296efc/podcast/rss
‎Apple Podcasts －《Menjadi Manusia》,https://anchor.fm/s/3a66af0/podcast/rss
‎Apple Podcasts －《閱聽中台灣》,http://feeds.feedburner.com/csbc_tcg/ReadListenCentralTw
‎Apple Podcasts －《GLoP Culture》,https://feeds.feedburner.com/GlopCulture
‎Apple Podcasts －《印度│我们的旅行是个烂笑话》,http://www.ximalaya.com/album/3550537.xml
‎Apple Podcasts －《Essential Cruise Tips》,http://cruisetips.libsyn.com/rss
‎Apple Podcasts －《Le Paris des arts》,https://www.france24.com/fr/%C3%A9missions/paris-arts/podcast
‎Apple Podcasts －《空気に染まるな！～新しい日本を考える～》,http://feeds.feedburner.com/kiqtas/kamata
‎Apple Podcasts －《The Queer Arabs》,https://thequeerarabs.com/feed/podcast
‎Apple Podcasts －《The Banana Split Project》,https://anchor.fm/s/e0dcbf0/podcast/rss
‎Apple Podcasts －《The Migooks》,https://feeds.transistor.fm/the-migooks-with-jackson-and-april-tandy
‎Apple Podcasts －《MXDFLZ PODCAST》,https://mxdflz.com/podcasts?format=rss
‎Apple Podcasts －《陪你失眠，对你说晚安！》,http://www.ximalaya.com/album/2981395.xml
‎Apple Podcasts －《SLOW FLOWERS with Debra Prinzing》,http://feeds.feedburner.com/DebraPrinzingSlowFlowersPodcast
‎Apple Podcasts －《邊境燈塔 Pien Ching Teng-Ta》,https://anchor.fm/s/edf32f8/podcast/rss
‎Apple Podcasts －《今夜もここにゲイがいる。Here Comes Gay Tonight in Japan》,https://anchor.fm/s/cecc938/podcast/rss
‎Apple Podcasts －《Pillowtalk med Peg & Penny》,https://feed.pod.space/pillowtalk
‎Apple Podcasts －《破水桶 The Bucket》,https://open.firstory.me/rss/user/ck74fqgt1i89w0873hrldwvs7
‎Apple Podcasts －《The Hurricane Tapes》,https://podcasts.files.bbci.co.uk/w13xttt6.rss
‎Apple Podcasts －《Grownups Read Things They Wrote as Kids》,https://feeds.grownupsreadthingstheywroteaskids.com/podcast
‎Apple Podcasts －《加州101》,http://rss.lizhi.fm/rss/894383.xml
‎Apple Podcasts －《First of All》,https://feeds.simplecast.com/QZxf_0a8
‎Apple Podcasts －《ねえ、ねえ、聞いて！》,http://www.ajiki.jp/cyatoco/podcast/podcast.xml
‎Apple Podcasts －《On est fait pour s'entendre》,https://www.rtl.fr/podcast/on-est-fait-pour-s-entendre.xml
‎Apple Podcasts －《FMラジオ番組「愛・家族・人生・夢 ハートフルメッセージ」on Podcast》,http://i-kazoku.net/feed/podcast
‎Apple Podcasts －《Third Stream》,https://thirdstream.life/rss.xml
‎Apple Podcasts －《无时差研究所》,http://www.ximalaya.com/album/13506198.xml
‎Apple Podcasts －《夫妻成長過頭日記》,https://marriedandovergrown.github.io/podcast/rss.xml
‎Apple Podcasts －《Bad With Money With Gaby Dunn》,https://www.omnycontent.com/d/playlist/aaea4e69-af51-495e-afc9-a9760146922b/c822ff85-72ec-4f22-b19b-aaa4017b41d1/18247b94-3910-4e8c-8b7b-aaa4017b41d1/podcast.rss
‎Apple Podcasts －《香港故事-本土 plus+》,http://podcast.rthk.hk/podcast/tv_hkstories33_i.xml
‎Apple Podcasts －《Future Tense》,http://www.abc.net.au/radionational/feed/2883726/podcast.xml
‎Apple Podcasts －《United Zingdom》,https://podcasts.files.bbci.co.uk/p0863v08.rss
‎Apple Podcasts －《漫谈法兰西（泛法语文化）》,http://www.ximalaya.com/album/8685104.xml
‎Apple Podcasts －《Relentless》,https://feeds.simplecast.com/jESV4m7h
‎Apple Podcasts －《愛自己日誌｜The Self-Love Journal》,https://anchor.fm/s/a47d150/podcast/rss
‎Apple Podcasts －《ひびごとラジオ》,http://hibigotoradio.seesaa.net/index20.rdf
‎Apple Podcasts －《HOTCAST》,https://radio.hotcast.info/feed
‎Apple Podcasts －《This is Love》,http://feeds.thisiscriminal.com/thisislovepodcast
‎Apple Podcasts －《What We Said》,https://whatwesaid.libsyn.com/rss
‎Apple Podcasts －《あさ会話　／　キャリアストーリーインタビュー》,https://holy-asakaiwa.ssl-lolipop.jp/%20/feed/podcast/
‎Apple Podcasts －《A Point of View》,https://podcasts.files.bbci.co.uk/b006qng8.rss
‎Apple Podcasts －《What It Takes》,https://feeds.simplecast.com/f2A9Wes_
‎Apple Podcasts －《The Listening Project》,https://podcasts.files.bbci.co.uk/p02nrshh.rss
‎Apple Podcasts －《Newt's World》,https://feeds.megaphone.fm/HSW3276475753
‎Apple Podcasts －《ChannelB پادکست فارسی》,http://channelb.libsyn.com/rss
‎Apple Podcasts －《Cycling Matters Podcast》,https://anchor.fm/s/e4cac08/podcast/rss
‎Apple Podcasts －《An Arm and a Leg》,https://rss.acast.com/anarmandaleg
‎Apple Podcasts －《Desert Island Discs》,https://podcasts.files.bbci.co.uk/b006qnmr.rss
‎Apple Podcasts －《Scene on Radio》,http://feeds.sceneonradio.org/SceneOnRadio
‎Apple Podcasts －《The Shrink Next Door》,https://rss.art19.com/the-shrink-next-door
‎Apple Podcasts －《ULSUM RADIO》,http://www.ximalaya.com/album/32978891.xml
‎Apple Podcasts －《Dirty John》,https://rss.art19.com/dirty-john
‎Apple Podcasts －《Profile》,https://podcasts.files.bbci.co.uk/b006qjz5.rss
‎Apple Podcasts －《The United States of Anxiety》,http://feeds.wnyc.org/unitedstatesofanxiety
‎Apple Podcasts －《The Pixel Meditations》,https://thepixelmeditations.wordpress.com/category/podcast/feed/
‎Apple Podcasts －《Sincerely Yours》,https://feeds.buzzsprout.com/48072.rss
‎Apple Podcasts －《生活中的易经》,http://www.ximalaya.com/album/22887417.xml
‎Apple Podcasts －《六十四卦与人生》,http://www.ximalaya.com/album/22966900.xml
‎Apple Podcasts －《Philosophy For Our Times》,http://feeds.feedburner.com/PhilosophyForOurTimes
‎Apple Podcasts －《自控力》,http://www.ximalaya.com/album/6934686.xml
‎Apple Podcasts －《WDR 5 Das philosophische Radio》,https://www1.wdr.de/mediathek/audio/wdr5/wdr5-das-philosophische-radio/dasphilosophischeradio100.podcast
‎Apple Podcasts －《The Let's Talk Bitcoin Network》,http://feeds.feedburner.com/TheDailyBitcoinShow
‎Apple Podcasts －《Philosophy 247》,https://www.philosophy247.org/feed.rss
‎Apple Podcasts －《だぶるばいせっぷす　～思想と哲学史》,http://feeds.feedburner.com/doublebiceps
‎Apple Podcasts －《Philosopher's Zone》,http://www.abc.net.au/radionational/feed/2884506/podcast.xml
‎Apple Podcasts －《Unladylike》,https://www.omnycontent.com/d/playlist/aaea4e69-af51-495e-afc9-a9760146922b/85b4dd6d-7bde-4c4f-9b51-aadc000a8cc1/9a6e2547-ca04-4133-ae72-aadc000a8ccf/podcast.rss
"‎Apple Podcasts －《glenwood ""HEART TO HEART""》",http://castcdn01.secula.co.jp/podcast.xml
‎Apple Podcasts －《恋愛・婚活の専門家JURIの『野獣でも美女を捕まえる』テクニック　女性の本音☆教えます》,http://juriarima.com/category/podcast/feed
‎Apple Podcasts －《History of Philosophy Without Any Gaps》,https://hopwag.podbean.com/feed.xml
‎Apple Podcasts －《Blow Your Mind》,http://rss.lizhi.fm/rss/14774.xml
‎Apple Podcasts －《This I Believe》,https://thisibelieve.libsyn.com/rss
‎Apple Podcasts －《The Partially Examined Life》,http://partiallyexaminedlife.libsyn.com/rss
‎Apple Podcasts －《Stuff Mom Never Told You》,https://feeds.megaphone.fm/stuffmomnevertoldyou
‎Apple Podcasts －《Here Be Monsters》,http://feeds.feedburner.com/herebemonsterspodcast/
‎Apple Podcasts －《The Bittersweet Life》,http://bittersweetlife.libsyn.com/rss
‎Apple Podcasts －《Untold Italy travel podcast》,https://feeds.buzzsprout.com/730139.rss
‎Apple Podcasts －《Behind The Glass》,https://rss.acast.com/behind-the-glass
‎Apple Podcasts －《Parklandia》,https://feeds.megaphone.fm/HSW1833161285
‎Apple Podcasts －《Mrs. qb》,https://anchor.fm/s/f6411d0/podcast/rss
‎Apple Podcasts －《跑题大会》,http://www.ximalaya.com/album/14641355.xml
‎Apple Podcasts －《Nous Voilà Bien !》,https://www.rtl.fr/podcast/nous-voila-bien.xml
‎Apple Podcasts －《We Met At Acme》,http://wemetatacme.libsyn.com/rss
‎Apple Podcasts －《How I met my MR. WRONG》,https://anchor.fm/s/161dd934/podcast/rss
‎Apple Podcasts －《Two Bi Guys》,https://feeds.simplecast.com/IblyX6op
‎Apple Podcasts －《Dating Straight》,https://rss.art19.com/dating-straight
‎Apple Podcasts －《大咖说》,https://podcast-audio.hearstchina.com/rss1.xml
‎Apple Podcasts －《Single Smart Female》,https://feeds.podcastmirror.com/single-smart-female
‎Apple Podcasts －《昨日世界》,https://agathas.ink/category/episodes/feed/
"‎Apple Podcasts －《Death, Sex & Money》",http://feeds.feedburner.com/deathsexmoney
‎Apple Podcasts －《Yunitravel》,https://anchor.fm/s/10153d48/podcast/rss
‎Apple Podcasts －《江戸東京人セミナー2.0》,https://edotokyojin.jp/iTunes.xml
‎Apple Podcasts －《Thrillist's Best》,https://feeds.megaphone.fm/HSW8200887845
‎Apple Podcasts －《Life in Norway Show》,http://lifeinnorway.libsyn.com/rss
‎Apple Podcasts －《Tokyo Tales - The Simon and Martina Podcast》,https://feeds.buzzsprout.com/189023.rss
‎Apple Podcasts －《Women on the Road》,https://feeds.simplecast.com/C4SyWOSA
‎Apple Podcasts －《鉄道『音』 風景 〜Sound landscape of Japan's railroad〜》,http://trainbvoice.seesaa.net/index20.rdf
‎Apple Podcasts －《Extremities》,https://anchor.fm/s/beba70c/podcast/rss
‎Apple Podcasts －《All Things Iceland Podcast》,https://www.fromforeigntofamiliar.com/feed/podcast/
‎Apple Podcasts －《The Earful Tower》,http://theearfultower.libsyn.com/rss
‎Apple Podcasts －《天涯客美食季之一人一味》,http://www.ximalaya.com/album/3376092.xml
‎Apple Podcasts －《Talking Australia》,https://www.australiangeographic.com.au/feed/podcast/talking_australia
‎Apple Podcasts －《Ramblings》,https://podcasts.files.bbci.co.uk/b006xrr2.rss
‎Apple Podcasts －《Nómadas》,http://api.rtve.es/api/programas/23730/audios.rss
‎Apple Podcasts －《舛様》,http://rss.lizhi.fm/rss/463860.xml
‎Apple Podcasts －《這裡胡說》,https://anchor.fm/s/1805d6fc/podcast/rss
‎Apple Podcasts －《「斉藤雪乃のイチバンセン！」番組ブログ AM1422kHzラジオ日本》,http://feeds.feedburner.com/ichibansen
‎Apple Podcasts －《Say Mê Việt Nam - Passionate Vietnam》,http://feeds.feedburner.com/SayMVitNam-PassionateVietnam
‎Apple Podcasts －《DLWeekly Podcast - Disneyland News and Information》,https://pinecast.com/feed/dlweekly
‎Apple Podcasts －《南方聲活》,https://anchor.fm/s/cc02644/podcast/rss
‎Apple Podcasts －《Amateur Traveler Travel Podcast》,https://amtravmp3.libsyn.com/rss
‎Apple Podcasts －《The Thoughtful Travel Podcast》,https://www.omnycontent.com/d/playlist/6efc4c6b-15e2-4db8-8c29-a7ba00789602/e9ed44d0-116a-47da-a617-a7ba007991d6/efc73303-b81c-4c70-8ef4-a7ba007991e0/podcast.rss
‎Apple Podcasts －《李亨德爾兄弟的下午茶時光》,https://anchor.fm/s/10b95838/podcast/rss
‎Apple Podcasts －《Travel with Rick Steves》,http://www.ricksteves.com/rss/podcast
‎Apple Podcasts －《Yoga Girl: Conversations From The Heart》,http://feeds.feedburner.com/yoga-girl
‎Apple Podcasts －《遊學全世界》,http://podcast.rthk.hk/podcast/learning_adventure.xml
‎Apple Podcasts －《Nuestro flamenco》,http://api.rtve.es/api/programas/2058/audios.rss
‎Apple Podcasts －《生活在别处》,http://www.spreaker.com/show/2721510/episodes/feed
‎Apple Podcasts －《行け！世界遺産と雑学の旅★》,http://feeds.feedburner.com/tabitabi-podcast/sekaiisan
‎Apple Podcasts －《Чтение для детей》,https://radiomayak.ru/podcasts/rss/podcast/1741
‎Apple Podcasts －《Écouter le monde》,http://www.rfi.fr/fr/podcasts/%C3%A9couter-monde/podcast
‎Apple Podcasts －《TAKRAM RADIO PODCAST》,https://www.j-wave.co.jp/original/takram/podcast.xml
‎Apple Podcasts －《Native America Calling - The Electronic Talking Circle》,http://feeds.soundcloud.com/users/soundcloud:users:16960762/sounds.rss
‎Apple Podcasts －《The Collecting Cars Podcast with Chris Harris》,https://torqueagencygroup.libsyn.com/rss
‎Apple Podcasts －《Pom Pom Quarterly - Knitting Podcast》,http://feeds.soundcloud.com/users/soundcloud:users:80516502/sounds.rss
‎Apple Podcasts －《漫画帝国》,http://feeds.feedburner.com/mgkkk/oskdgk
‎Apple Podcasts －《DLC》,http://feeds.5by5.tv/dlc
‎Apple Podcasts －《Commercial Pilot Podcast by MzeroA.com》,http://commercialpilotpodcast.com/feed/podcast/
‎Apple Podcasts －《自在8點半 (旅遊)》,http://podcast.rthk.hk/podcast/tv_830magazine_i.xml
‎Apple Podcasts －《Retronauts》,https://retronauts.libsyn.com/rss
‎Apple Podcasts －《フジョリティ☆30～三十路越えオタク腐女子二人のオタトーク番組～》,http://fujority30podcast.seesaa.net/index20.rdf
‎Apple Podcasts －《あ、今週のジャンプ読んだ？【あこジャン】（週刊少年漫画レビュー）》,http://feeds.feedburner.com/read-jump
‎Apple Podcasts －《Board Game Design Lab》,http://www.boardgamedesignlab.com/feed/
‎Apple Podcasts －《The Smoking Tire》,https://shoutengine.com/TheSmokingTire.xml
‎Apple Podcasts －《純喫茶　あねもねR》,http://www.joqr.co.jp/anemone_pod/index.xml
‎Apple Podcasts －《Gamers With Jobs - Conference Call》,https://gwjcc.libsyn.com/rss
‎Apple Podcasts －《Deconstructor of Fun》,https://anchor.fm/s/500026c/podcast/rss
‎Apple Podcasts －《AR_LIVE》,http://rss.lizhi.fm/rss/153165.xml
‎Apple Podcasts －《low-key night》,http://feeds.soundcloud.com/users/soundcloud:users:788226058/sounds.rss
‎Apple Podcasts －《百態生活》,http://feeds.soundcloud.com/users/soundcloud:users:183105362/sounds.rss
‎Apple Podcasts －《ハンニバル・レクチャー博士》,http://soratobujelly.seesaa.net/index20.rdf
‎Apple Podcasts －《Clear Your Clutter Inside & Out》,http://clearingclutterinsideout.libsyn.com/rss
‎Apple Podcasts －《Kotaku Splitscreen》,https://rss.art19.com/kotaku-splitscreen
‎Apple Podcasts －《Podcast Unlocked》,http://feeds.ign.com/ignfeeds/podcasts/xbox360/
‎Apple Podcasts －《Kinda Funny Games Daily》,http://feeds.soundcloud.com/users/soundcloud:users:311210600/sounds.rss
‎Apple Podcasts －《The Autoblog Podcast》,https://www.autoblog.com:443/category/podcasts/rss.xml
‎Apple Podcasts －《Ryno的短路小視窗》,https://open.firstory.me/rss/user/cjk9u8467aok10a7680f0io7l
‎Apple Podcasts －《Past Gas by Donut Media》,http://feeds.feedburner.com/PastGasPodcast
‎Apple Podcasts －《The Game Informer Show》,http://feedpress.me/gameinformershow
‎Apple Podcasts －《The Architecture Happy Hour》,https://www.hpdarch.com/feed/podcast/
‎Apple Podcasts －《The Dice Tower》,http://dicetower.libsyn.com/rss
‎Apple Podcasts －《The Giant Beastcast》,https://www.giantbomb.com/podcast-xml/beastcast/
‎Apple Podcasts －《Sesame Street Listos para la escuela》,http://downloads.cdn.sesame.org/podcast/ReadyForSchool/RFSC_SPANrss.xml
‎Apple Podcasts －《LoveMagi》,https://anchor.fm/s/69c9c34/podcast/rss
‎Apple Podcasts －《Bed Time Stories based upon stories in the Safar Publications Series》,http://feeds.soundcloud.com/users/soundcloud:users:203692154/sounds.rss
‎Apple Podcasts －《Parenting with a Story Podcast》,http://leadwithastory.com/feed/parenting-with-a-story-podcast-series/
‎Apple Podcasts －《爱读童书妈妈小莉》,http://rss.lizhi.fm/rss/21243.xml
‎Apple Podcasts －《Wonder of Parenting - A Brain-Science Approach to Parenting》,http://wonderofparenting.libsyn.com/parenting
‎Apple Podcasts －《Life Kit: Parenting》,https://feeds.npr.org/510334/podcast.xml
‎Apple Podcasts －《Food Songs for Kids | Nursery Rhymes | Kids Songs | Kids Cartoon | Baby Cartoon | BabyBus》,http://cdn.himalaya.com/010b8faab4814f0993ffd789db675b44.xml?auth_key=4102416000-1234-0-647d1fbabef98616bcc4d84a98e32efe
‎Apple Podcasts －《Bücher für junge Leser - Deutschlandfunk》,http://www.deutschlandfunk.de/podcast-buecher-fuer-junge-leser.1203.de.podcast.xml
‎Apple Podcasts －《Focus on the Family Broadcast》,https://feeds.feedburner.com/FocusOnTheFamilyDailyBroadcast
‎Apple Podcasts －《洪恩故事》,https://story.ihumand.com/rssfeed/rssfeed.xml
‎Apple Podcasts －《Sparkle Stories Podcast》,https://sparklestories.libsyn.com/rss
‎Apple Podcasts －《Tumble Science Podcast for Kids》,http://feeds.sciencepodcastforkids.com/tumblepodcast
‎Apple Podcasts －《备胎说车》,http://www.ximalaya.com/album/275158.xml
‎Apple Podcasts －《儿歌大全【口袋故事】》,http://www.ximalaya.com/album/324591.xml
‎Apple Podcasts －《Classical Kids Storytime》,https://feeds.publicradio.org/public_feeds/classical-kids-storytime/itunes/rss.rss
‎Apple Podcasts －《森林賽車手的繪本故事時光》,https://anchor.fm/s/115d00b4/podcast/rss
‎Apple Podcasts －《兒童劇場》,http://podcast.rthk.hk/podcast/tv_childrentheatre2014_i.xml
‎Apple Podcasts －《KiRaKa Klicker - Nachrichten für Kinder》,https://kinder.wdr.de/radio/kiraka/hoeren/podcast/klicker136.podcast
‎Apple Podcasts －《Raising Fame: Sports Edition》,https://feeds.megaphone.fm/raising-fame
‎Apple Podcasts －《普通話親子劇場》,http://podcast.rthk.hk/podcast/tv_putonghuatheatre_i.xml
‎Apple Podcasts －《Melody's Podcast》,https://feeds.buzzsprout.com/616903.rss
‎Apple Podcasts －《Lunch Break! Podcast》,https://wong-fu.squarespace.com/lunch-break-podcast?format=rss
‎Apple Podcasts －《Parenting》,https://anchor.fm/s/8525ab4/podcast/rss
‎Apple Podcasts －《Rubee 親子共讀》,http://feeds.soundcloud.com/users/soundcloud:users:365331224/sounds.rss
‎Apple Podcasts －《Girl Tales》,https://girltalespodcast.com/feed/podcast/
‎Apple Podcasts －《Hang On To Your Hat》,https://feeds.simplecast.com/iJcQ5Ukv
‎Apple Podcasts －《The Old Time Radio Show》,http://otrshow.rnn.beta.libsynpro.com/rss
‎Apple Podcasts －《Sesame Street Ready for School Challenge》,http://downloads.cdn.sesame.org/podcast/ReadyForSchool/RFSCrss.xml
‎Apple Podcasts －《星星姊姊故事中》,https://anchor.fm/s/ebe2158/podcast/rss
‎Apple Podcasts －《用聽的救動物Animal Talk》,https://anchor.fm/s/111bcdb0/podcast/rss
‎Apple Podcasts －《Sleep Tight Relax - Helping busy minds become calm at bedtime》,https://sleeptightrelax.libsyn.com/rss
‎Apple Podcasts －《Bedtime Explorers》,https://www.omnycontent.com/d/playlist/53119a39-8554-4e37-ac12-a4a7000be948/7450ce38-a724-408e-a2c9-aa5a004b859f/31b0d311-32ed-4d68-84eb-aa5a004b85ad/podcast.rss
‎Apple Podcasts －《The Alien Adventures of Finn Caspian: Science Fiction for Kids》,http://feeds.finncaspian.com/finncaspian
‎Apple Podcasts －《UniStar Radio》,http://feeds.soundcloud.com/users/soundcloud:users:562395612/sounds.rss
‎Apple Podcasts －《Bedtime History: Inspirational Stories for Kids》,http://feeds.soundcloud.com/users/soundcloud:users:253742924/sounds.rss
‎Apple Podcasts －《よ・み・き・か・せ JXTGグループ 童話の花束》,http://www.tfm.co.jp/podcasts/yomikikase/podcast.xml
‎Apple Podcasts －《Mr. Bedtime Stories》,https://feed.podbean.com/mrbedtimestories/feed.xml
‎Apple Podcasts －《Animal Sound Safari》,http://www.abc.net.au/radio/programs/animal-sound-safari/feed/10061154/podcast.xml
‎Apple Podcasts －《Story Pirates》,https://feeds.megaphone.fm/storypirates
‎Apple Podcasts －《Be Calm on Ahway Island Bedtime Stories》,https://www.ahwayisland.com/feed/podcast/
‎Apple Podcasts －《Willa ASMR》,https://anchor.fm/s/82f1d38/podcast/rss
‎Apple Podcasts －《著作権フリーBGM配布サイト HURT RECORD - Part.5》,https://www.hurtrecord.com/rss5.xml
‎Apple Podcasts －《金色童书坊：伊索寓言》,http://www.ximalaya.com/album/4708268.xml
‎Apple Podcasts －《예술의전당》,http://pod.ssenhosting.com/rss/musichall.xml
‎Apple Podcasts －《Transmission Radio》,https://portal-api.thisisdistorted.com/xml/transmission-radio
‎Apple Podcasts －《Hawthorne Radio by Mayer Hawthorne》,https://www.mayerhawthorne.com/feed/podcast/
